72	 US economist, social scientist
72	 US educator, author, critic
72	 US educator, musician, novelist
72	 US football coach
72	 US journalist, editor
72	 US judge, politician
72	 US merchant
72	 US newspaper editor, writer
72	 US novelist
72	 US philosopher, pamphleteer
72	 US poet, critic, editor, diplomat
72	 US singer, actor
72	 US singer, actress
72	 US writer, educator, philosopher
73	 English author
73	 English author
73	 English journalist, author
73	 English naturalist, author
73	 English novelist, poet, critic, teacher
73	 English physicist
73	 English statesman
73	 French chemist, bacteriologist
73	 Irish poet
73	 Italian criminologist, physician, educator
73	 Italian film director
73	 Scottish author
73	 US abolitionist
73	 US actress, writer
73	 US author
73	 US author, educator
73	 US author, poet
73	 US author, poet
73	 US boxer
73	 US college administrator
73	 US educator, university dean
73	 US historian
73	 US journalist, publisher
73	 US lyric poet, critic
73	 US novelist
73	 US physician, activist, novelist
73	 US poet
73	 US politician
73	 US president (27th )
73	 US president (5th)
73	 US revivalist, baseball player
73	 US writer, novelist, playwright
74	 Australian novelist
74	 Canadian artist, writer
74	 English clergyman, essayist
74	 English colonizer
74	 English dramatist, translator, poet
74	 English essayist, critic
74	 English journalist, editor, author
74	 English minister
74	 English physician
74	 English playwright, actor, composer, director
74	 English poet
74	 English priest, theologian, poet
74	 English social reformer, writer
74	 French diarist
74	 French novelist
74	 French painter, illustrator, designer, editor
74	 French philosopher, paleontologist
74	 French poet
74	 French poet
74	 French poet, critic
74	 French poet, novelist, director
74	 French scientist, historian, politician
74	 Irish author
74	 Irish poet, dramatist
74	 Russian political leader
74	 Scottish journalist
74	 Swiss novelist
74	 US abolitionist, women's rights advocate
74	 US actor, comedian
74	 US artist, collagist
74	 US author
74	 US author
74	 US author, poet, journalist, humorist
74	 US business executive
74	 US clergyman, abolitionist
74	 US first lady
74	 US football coach
74	 US historian
74	 US journalist
74	 US lexicographer, educator
74	 US novelist, editor
74	 US novelist, lawyer
74	 US physician, humorist
74	 US playwright, actress, director
74	 US poet
74	 US sports columnist, author
74	 US writer
75	 Canadian author, educator, economist, humorist
75	 English actress
75	 English author, painter
75	 English dramatist
75	 English humorous writer
75	 English lexicographer, critic
75	 English novelist, scientist, government official
75	 English poet, essayist
75	 English poet, writer
75	 French literary poet, critic
75	 French novelist, art historian, public official
75	 German philosopher
75	 German physicist
75	 Indian political leader
75	 Italian author
75	 Russian actor, director
75	 US actress
75	 US astronomer, inventor, poet
75	 US bandleader, songwriter
75	 US economist, lecturer, author, feminist
75	 US historian, editor
75	 US journalist
75	 US journalist, broadcaster
75	 US novelist, journalist, river pilot
75	 US novelist, writer
75	 US philosopher, scientist, logician
75	 US poet, editor, social reformer
75	 US poet, educator
75	 US politician, lawyer
75	 US religious leader
75	 US singer, actor
75	 US suffragist, feminist
76	 British philosopher
76	 English actress, sculptor
76	 English bishop
76	 English children's author
76	 English classical scholar
76	 English historian
76	 English novelist, critic, man of letters
76	 English photographer
76	 English physicist, chemist
76	 English poet, landscape painter
76	 English prelate, writer
76	 English statesman
76	 French dramatist, author
76	 French painter, designer
76	 Hungarian children's writer, illustrator
76	 Indian physician, sage
76	 Italian opera composer
76	 Italian philosopher
76	 Russian political leader
76	 US baseball pitcher
76	 US businessman
76	 US critic, author
76	 US editor, critic
76	 US editor, poet
76	 US editor, satirist
76	 US educator, lecturer, psychologist
76	 US educator, university dean
76	 US financier
76	 US jazz trumpeter, musician, composer, bandleader
76	 US journalist, actress
76	 US journalist, editor
76	 US musician, instrumentalist
76	 US naturalist, writer
76	 US novelist
76	 US novelist
76	 US novelist
76	 US painter
76	 US poet, author
76	 US religious leader
76	 US writer
76	 Welsh author, dramatist
77	 Danish physicist
77	 English actor, director, biographer
77	 English author
77	 English author
77	 English novelist
77	 English novelist, writer
77	 English physician, writer
77	 English poet
77	 English poet
77	 English poet
77	 English scholar, poet
77	 English statesman, novelist
77	 French dramatist, screenwriter
77	 French ruler
77	 French sculptor
77	 Russian communist leader
77	 Scottish dramatist, novelist
77	 Swedish writer, feminist
77	 US anthropologist, author
77	 US author
77	 US critic, essayist
77	 US educator, diarist
77	 US golfer
77	 US government official
77	 US historian
77	 US inventor, aviation pioneer
77	 US literary critic, cultural historian
77	 US manufacturer
77	 US naturalist, conservationist, writer, critic.
77	 US naturalist, plant breeder
77	 US novelist
77	 US novelist, critic
77	 US novelist, dramatist
77	 US president (15th)
77	 US singer, actress
78	 Australian novelist
78	 English African novelist
78	 English lawyer
78	 English naturalist
78	 English novelist
78	 English philosopher
78	 English political author
78	 English politician, businessman, social reformer
78	 English politician, orator
78	 English statesman
78	 English suffragist
78	 English traveler, linguist
78	 French artist
78	 French dramatist, poet
78	 French field marshal
78	 French novelist, dramatist, essayist
78	 French politician
78	 French writer
78	 German artist
78	 Irish novelist
78	 Italian physicist, astronomer
78	 Norweigan poet, dramatist
78	 Swiss architect, city planner
78	 US actress, author
78	 US athlete, scholar, actor, singer
78	 US author
78	 US cartoonist
78	 US comic actress
78	 US director
78	 US editor
78	 US editor, essayist
78	 US educator
78	 US educator, author
78	 US educator, feminist
78	 US educator, journalist
78	 US educator, writer
78	 US first lady, social reformer
78	 US football coach
78	 US humorist, playwright
78	 US journalist
78	 US journalist, finance expert
78	 US lawyer, statesman
78	 US lecturer, author
78	 US minister, theologian, author
78	 US playwright, novelist
78	 US poet, journalist
78	 US poet, writer
78	 US politician
78	 US president (7th), soldier, lawyer, planter
78	 US religious leader
78	 US sculptor
78	 US singer, actor
78	 US sociologist
78	 US surgeon
79	 Canadian literary critic, educator
79	 English archbishop, philogist, poet
79	 English naturalist, banker, statesman
79	 English physician
79	 English poet
79	 English politician, physician, author
79	 English statesman
79	 English statesman, author
79	 English writer
79	 French actress
79	 French playwright
79	 French poet, historian
79	 German poet, dramatist
79	 Indian philosopher
79	 Russian choreographer
79	 US abolitionist, editor
79	 US actress
79	 US author, essayist
79	 US author, journalist, critic
79	 US educator
79	 US evangelist, reformer, suffragist, author
79	 US jazz singer
79	 US journalist
79	 US journalist, author
79	 US novelist, writer
79	 US philosopher, poet, essayist
79	 US poet, artist
79	 US poet, novelist
79	 US politician
79	 US politician, lawyer
79	 US president, military leader
79	 US psychiatrist
79	 US religious leader
79	 US screenwriter, novelist, dramatist
79	 US theologian, author
80	 Bengali poet, novelist, composer
80	 English art historian, author
80	 English biologist, essayist
80	 English golfer
80	 English intellectual, conversationalist
80	 English novelist, letter writer
80	 English poet
80	 English politican
80	 English psychologist
80	 English statesman
80	 English writer
80	 French author
80	 French president, politician, military leader
80	 German philosopher
80	 Irish author
80	 Israeli political leader
80	 Scottish comedian
80	 Swiss dramatist, author
80	 US actress
80	 US actress, opera singer, politician
80	 US advertising executive
80	 US author
80	 US author
80	 US author, journalist
80	 US comedian
80	 US composer, poet, essayist, painter, pianist
80	 US educator, writer
80	 US historian, author
80	 US jazz pianist, composer
80	 US minister
80	 US newscaster
80	 US newspaper columnist
80	 US novelist
80	 US novelist
80	 US poet
80	 US social reformer, civil rights leader
80	 US writer, TV hostess, columnist
81	 British actress
81	 English author
81	 English clergyman, poet, hymn writer
81	 English critic, author
81	 English director
81	 English journalist, novelist
81	 English novelist, poet
81	 English novelist, poet
81	 English novelist, scholar
81	 English physician
81	 English poet
81	 English poet, critic, biographer
81	 English poet, soldier, author
81	 English statesman, author
81	 French author
81	 French painter, sculptor, designer
81	 French playwright, novelist, journalist, lawyer
81	 Irish author, poet, dramatist
81	 Italian religious leader
81	 Italian religious leader
81	 Scottish novelist
81	 Spanish dramatist, poet
81	 US actress
81	 US actress
81	 US author
81	 US author, advertising executive
81	 US author, editor
81	 US circus owner
81	 US clergyman
81	 US clergyman, educator, author
81	 US comedienne
81	 US educator, theologian
81	 US film director, actor
81	 US financier, diplomat
81	 US first lady
81	 US journalist, columnist, author
81	 US journalist, writer
81	 US lawyer
81	 US legislator, minister
81	 US microbiologist
81	 US poet, clergy, educator
81	 US political leader
81	 US politician, conservationist
81	 US president (2nd)
81	 US president (37th), author
81	 US president (6th)
81	 US psychoanalyst, author
81	 US religious leader
81	 US revolutionary, statesman
81	 US singer
81	 US writer
81	 US writer, philosopher, longshoreman
82	 British royalty
82	 British ruler
82	 Canadian author
82	 English actor, producer, director
82	 English bishop, moral philosopher, satirist
82	 English children's author
82	 English clergyman
82	 English conductor
82	 English judge, politician
82	 English novelist
82	 English novelist
82	 English poet, dramatist
82	 English poet, writer
82	 English statesman
82	 English statesman
82	 French biographer, novelist, essayist
82	 French novelist, essayist
82	 French philosopher
82	 Italian educator, reformer
82	 Roman religious leader
82	 Russian novelist, philosopher
82	 Swiss theologian
82	 US activist
82	 US author
82	 US author, dramatist
82	 US business executive
82	 US businessman, restaurateur
82	 US chef, author
82	 US cosmetics executive
82	 US diplomat, congresswoman
82	 US dramatist
82	 US dramatist, author, politician, diplomat
82	 US engineer, inventor
82	 US financier, philanthropist
82	 US historian, educator, essayist, critic
82	 US historian, writer
82	 US journalist, pamphleteer, author
82	 US landscape photographer, conservationist
82	 US lawyer, historian
82	 US nonfiction writer
82	 US novelist, playwright
82	 US singer
82	 US suffragist
82	 US supreme court justice
82	 US supreme court justice, ambassador
82	 US writer, adventurer
83	
83	 Austrian psychoanalyst
83	 British military and political leader
83	 English art critic
83	 English humorist, children's author
83	 English naturalist, philosopher
83	 English poet
83	 English poet
83	 English politician, man of letters
83	 English religious leader
83	 English writer, poet
83	 Ethiopian political leader
83	 French artist
83	 French author, dramatist
83	 French biologist, writer
83	 French intellectual
83	 German poet, dramatist
83	 German statesman
83	 Irish playwright, novelist
83	 Mexican film director
83	 Persian poet, mathematician, astronomer
83	 Scottish poet, journalist
83	 US actress
83	 US author
83	 US author, editor
83	 US author, poet
83	 US civil rights activist
83	 US costume designer
83	 US critic, author
83	 US editor, humanitarian, women's rights advocate
83	 US educator
83	 US footbal coach
83	 US government official
83	 US journalist, cartoonist
83	 US novelist
83	 US novelist, editor
83	 US nurse, social reformer
83	 US poet
83	 US poet, author
83	 US politician, jurist
83	 US president, educator, architect, inventor
83	 US singer, actor
83	 US social activist
83	 US supreme court justice
83	 US war hero, airline executive
84	 Australian political leader
84	 Brtitish historian, philosopher
84	 English actor, director, playwright
84	 English aviator
84	 English diplomat, author
84	 English economist
84	 English essayist, caricaturist, parodist
84	 English labour party leader
84	 English novelist
84	 English philosopher, economist, jurist
84	 French actor, singer
84	 French painter, sculptor, printmaker
84	 French philosopher, poet, novelist, playwright
84	 French writer, consort
84	 Irish playwright
84	 Same as Edgar Watson Howe?????
84	 Scottish novelist
84	 U.S. culinary expert, author
84	 US army officer
84	 US author, lawyer
84	 US author, naturalist
84	 US auto manufacturer
84	 US baseball player, manager, executive
84	 US businessman
84	 US columnist
84	 US comedian, actor
84	 US comedienne
84	 US diarist, writer
84	 US editor, novelist, essayist
84	 US educator, poet, critic
84	 US electrical engineer, government official
84	 US industrialist, philanthropist
84	 US inventor
84	 US novelist, poet, critic, teacher
84	 US oil man
84	 US physician, author
84	 US poet, editor
84	 US politican
84	 US religious leader
84	 US socialist, social reformer
84	 US statesman, diplomat, inventor, printer
85	
85	 Canadian actress
85	 English journalist, politician, historian
85	 English mathematician, philosopher
85	 English novelist
85	 English novelist
85	 English poet
85	 English publisher, statesman
85	 English stateswoman
85	 French artist, author
85	 French novelist, essayist, poet, playwright
85	 French poet
85	 French society figure, courtesan
85	 South African novelist
85	 Spanish painter, printmaker
85	 Swedish actress
85	 US actress
85	 US author
85	 US author
85	 US author
85	 US baseball player, manager
85	 US baseball player, manager
85	 US composer, singer
